lat,long,Construction year,minimum nights,number of reviews,reviews per month,review rate number,calculated host listings count,availability 365,service fee,host_identity_verified_unconfirmed,host_identity_verified_verified,neighbourhood group_Bronx,neighbourhood group_Brooklyn,neighbourhood group_Manhattan,neighbourhood group_Queens,neighbourhood group_Staten Island,instant_bookable_False,instant_bookable_True,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,room type_Entire home/apt,room type_Private room,room type_Shared room,price
40.82151,-73.94516,2016,1,1,0.18,3,1,336,99,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,494
40.72059,-73.9567,2011,180,24,0.26,4,1,88,31,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,155
40.6711,-73.95231,2021,2,20,0.59,4,1,396,132,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,659
40.67962,-73.88928,2012,90,17,0.27,1,2,33,58,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,290
40.76217,-73.98411,2003,5,8,0.09,3,1,322,166,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,831
40.76128,-73.96463,2005,7,11,0.12,5,1,302,181,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,907
40.72313,-73.99438,2008,5,5,0.09,5,1,73,32,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,158
40.78448,-73.97289,2022,30,36,0.39,4,5,333,209,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1044
40.78304,-73.97447,2005,30,16,0.17,4,5,24,125,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,624
40.68737,-73.97125,2007,15,5,0.12,2,1,404,56,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,282
40.71992,-73.98773,2019,4,68,0.77,5,1,175,135,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,673
40.71905,-73.99677,2008,28,89,0.99,5,1,26,23,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,115
40.70741,-74.00102,2011,30,10,1.02,4,1,405,196,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,979
40.73349,-73.86009,2006,1,38,0.85,3,1,83,179,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,896
40.89557,-73.8447,2010,2,15,0.17,3,1,64,151,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,756
40.64277,-73.97296,2003,2,20,0.42,3,1,181,84,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,422
40.79111,-73.94466,2019,3,25,0.96,5,2,246,117,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,586
40.79951,-73.95257,2020,2,35,0.42,3,1,261,133,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,666
40.71647,-73.93974,2013,30,1,0.01,2,1,253,237,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1183
40.75114,-74.00195,2020,3,64,0.7,4,1,92,35,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,175
40.66431,-73.93216,2019,3,26,0.33,2,1,66,14,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,72
40.74579,-73.95012,2015,2,244,2.74,5,1,142,124,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,620
40.70278,-73.92673,2017,15,21,0.29,5,3,272,74,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,370
40.74409,-73.91122,2012,2,270,2.95,3,2,10,157,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,784
40.68812,-73.93254,2011,10,16,0.19,4,3,212,35,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,174
40.71073,-73.96207,2009,1,30,0.33,4,2,339,13,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,65
40.71028,-73.96128,2006,2,5,0.06,3,2,379,178,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,891
40.65772,-73.96131,2011,4,115,1.25,1,1,146,95,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,474
40.68884,-73.95059,2003,5,9,0.19,1,2,28,88,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,440
40.6865,-73.95372,2012,5,45,0.52,2,2,105,125,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,627
40.75282,-73.97315,2021,365,19,0.21,3,1,84,216,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1078
40.76373,-73.96897,2011,3,5,0.08,4,1,309,11,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,57
40.73388,-73.99452,2014,2,203,2.22,3,1,374,128,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,638
40.85774,-73.92901,2007,122,20,0.41,1,1,174,79,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,395
40.72257,-73.98465,2019,3,49,0.53,4,1,232,103,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,516
40.72723,-73.95728,2020,4,6,0.07,3,1,20,149,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,745
40.69135,-73.97321,2009,5,7,0.08,5,1,133,232,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1161
40.70513,-73.95505,2018,2,35,0.38,3,2,17,91,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,456
40.73301,-74.00268,2013,5,28,0.31,4,4,287,25,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,125
40.80285,-73.95166,2022,2,54,0.88,2,1,397,38,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,188
40.70642,-73.91665,2017,3,115,1.75,3,2,263,122,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,612
40.68156,-73.96537,2011,5,6,0.13,4,1,230,16,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,80
40.77368,-73.95198,2003,15,1,0.02,1,1,180,23,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,117
40.68631,-73.93702,2003,3,204,2.31,4,1,27,126,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,632
40.65992,-73.99042,2007,180,1,0.03,4,1,163,222,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1111
40.67847,-73.97038,2014,3,89,0.97,1,1,106,224,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1122
40.81371,-73.95585,2010,6,130,1.42,2,2,114,24,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,122
40.72868,-73.95835,2016,7,15,0.25,1,3,3,43,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,213
40.73168,-73.98662,2003,30,52,0.6,1,1,28,130,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,652
40.65689,-73.9533,2005,6,58,0.63,3,1,296,201,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1003
40.7928,-73.93967,2006,3,208,2.32,3,1,34,47,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,237
40.77117,-73.91905,2012,5,3,0.03,1,1,316,182,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,911
40.73729,-74.00807,2003,30,7,0.08,5,1,418,15,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,74
40.68255,-73.91957,2006,3,63,0.72,2,2,283,182,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,911
40.67392,-73.94662,2010,5,26,0.28,1,1,405,169,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,843
40.73879,-74.00425,2015,27,1,0.01,5,1,414,141,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,706
40.80671,-73.95082,2015,1,107,2.38,2,1,253,29,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,146
40.6433,-73.97386,2017,30,3,0.05,4,1,108,52,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,261
40.71601,-73.99123,2014,3,107,1.17,4,1,418,212,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1059
40.68106,-73.9292,2017,3,29,1.57,5,1,180,140,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,701
40.68131,-73.98879,2007,6,69,0.76,3,1,168,56,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,279
40.67264,-73.98136,2013,3,232,2.52,4,1,418,67,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,335
40.71422,-73.9484,2020,19,5,0.06,4,2,414,90,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,451
40.76001,-73.99133,2004,3,10,0.23,1,1,280,166,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,831
40.66441,-73.97974,2021,4,36,0.47,2,2,83,43,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,214
40.73362,-74.00923,2007,5,94,1.1,2,1,398,153,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,767
40.74494,-73.9998,2021,1,63,0.71,5,1,278,216,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1081
40.69657,-73.9129,2020,15,5,0.06,3,1,316,63,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,316
40.67106,-73.95463,2008,3,238,2.6,5,1,29,202,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1009
40.68991,-73.93179,2018,3,21,0.23,4,3,378,64,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,322
40.76147,-73.99152,2016,2,72,0.82,4,1,125,199,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,993
40.68174,-73.91921,2021,2,40,0.68,3,1,57,131,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,656
40.68538,-74.00056,2004,3,103,1.13,5,1,354,47,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,233
40.70839,-73.94289,2016,6,66,0.72,2,2,266,102,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,512
40.69018,-73.98107,2014,3,35,0.4,1,1,226,19,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,97
40.68128,-73.99522,2015,31,121,1.33,5,1,321,227,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1135
40.72948,-73.98694,2017,8,15,0.19,4,1,30,56,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,279
40.68353,-73.9914,2007,2,13,0.18,1,1,36,111,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,554
40.72506,-73.98865,2020,2,129,1.42,1,1,85,133,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,664
40.7253,-73.99916,2018,5,8,0.11,3,1,69,22,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,108
40.75295,-73.93228,2011,2,5,0.06,2,1,146,225,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1127
40.71947,-73.95252,2014,4,46,0.52,2,1,139,195,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,973
40.71283,-73.99703,2019,30,37,0.41,1,1,319,139,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,696
40.77338,-73.98887,2017,7,14,0.16,4,1,173,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,200
40.67385,-73.94405,2004,5,37,0.45,1,1,354,155,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,777
40.76856,-73.91828,2012,5,1,0.03,1,1,324,58,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,290
40.73908,-74.00378,2016,3,209,2.38,1,1,351,202,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1008
40.7625,-73.9869,2006,3,4,0.07,4,1,338,70,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,348
40.73683,-73.9543,2016,3,43,0.49,1,28,225,47,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,237
40.76444,-73.92607,2013,3,7,0.08,2,1,205,48,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,241
40.7389,-73.95395,2015,3,75,0.93,5,28,380,237,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1186
40.77611,-73.97808,2010,1,88,0.99,3,1,321,125,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,626
40.73806,-73.95462,2009,3,73,0.84,3,28,324,83,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,413
40.73661,-73.95479,2006,3,89,1.06,4,28,180,102,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,511
40711.0,-73.96225,2009,3,11,0.16,5,1,169,57,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,285
40.70686,-73.95365,2012,28,84,1.12,2,6,345,167,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,833
40.73857,-73.95299,2015,3,54,0.61,1,28,369,177,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,883
40.71095,-73.95239,2015,3,17,0.19,1,1,281,184,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,921
40.71685,-73.96573,2004,1,73,0.89,5,1,325,26,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,130
40.7909,-73.96762,2021,3,36,0.47,4,1,122,226,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1128
40.71143,-73.94159,2011,2,98,1.07,5,2,210,92,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,459
40.66469,-73.96091,2015,5,2,0.09,4,1,69,160,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,802
40.68855,-73.95405,2017,5,18,0.2,1,3,244,63,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,314
40.71653,-73.95554,2021,3,24,0.28,5,3,112,75,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,375
40.69309,-73.97074,2010,3,1,0.07,5,1,39,114,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,572
40.70638,-73.96627,2021,1,2,0.05,2,1,95,179,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,894
40.71629,-73.95786,2009,14,23,0.25,3,1,268,190,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,949
40.68622,-73.94675,2007,2,93,1.12,3,4,131,99,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,495
40.72509,-74.00304,2011,5,152,1.69,5,1,137,204,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1022
40.66795,-73.89232,2006,1,119,1.39,1,2,25,37,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,186
40.79044,-73.97513,2011,3,14,0.22,1,1,239,211,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1055
40.72668,-73.95762,2007,14,65,0.73,4,1,400,60,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,300
40.62318,-74.07848,2014,1,50,0.56,3,1,118,235,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1174
40.82286,-73.94596,2006,3,33,0.39,1,3,129,26,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,131
40.82451,-73.94457,2013,3,30,0.35,5,3,164,19,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,97
40.69348,-73.95927,2009,3,13,0.15,4,1,29,130,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,648
40.78443,-73.97399,2004,30,18,0.2,5,5,66,154,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,772
40.67679,-73.95639,2019,4,1,0.01,5,1,400,57,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,286
40.79107,-73.94381,2016,3,216,2.44,5,1,279,96,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,481
40.70215,-73.91139,2011,2,98,1.09,5,1,201,80,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,398
40.67339,-73.96519,2020,2,61,0.86,5,1,11,215,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1074
40.72209,-73.99274,2019,30,13,0.34,4,9,116,158,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,788
40.69213,-73.9510,2008,2,39,0.47,2,2,332,234,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1171
40.73237,-74.00608,2008,14,65,0.73,4,1,195,147,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,736
40.64354,-73.97777,2013,3,62,0.71,2,1,115,177,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,887
40.80343,-73.9531,2022,3,47,0.57,3,1,274,153,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,764
40.70462,-73.9228,2022,2,42,0.48,4,1,215,96,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,480
40.71394,-73.96267,2015,3,207,2.29,5,2,134,56,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,278
40.6339,-74.02035,2019,4,72,0.81,3,2,67,65,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,327
40.8076,-73.94433,2017,30,25,0.28,5,1,311,98,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,488
40.66485,-73.98343,2007,2,215,2.42,1,1,325,87,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,433
40.71279,-73.95852,2017,4,26,0.73,4,1,313,152,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,758
40.73294,-73.98282,2009,5,18,0.21,1,1,6,182,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,910
40.83456,-73.9457,2005,3,18,0.21,3,1,319,132,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,662
40.72091,-73.95814,2020,2,320,3.6,2,1,312,29,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,144
40.71819,-73.95414,2007,2,160,1.8,1,2,122,141,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,705
40.73887,-74.00342,2016,2,78,1.22,4,1,57,229,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1145
40.77892,-73.98238,2003,30,64,0.72,1,1,125,167,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,835
40.71336,-73.96192,2019,2,219,2.44,3,2,118,102,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,508
40.7761,-73.95265,2004,4,102,1.15,4,2,313,223,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1113
40.77471,-73.95574,2008,2,32,0.47,4,1,194,233,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1167
40.68625,-73.96446,2006,3,15,0.18,3,6,61,70,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,352
40725.0,-73.98851,2021,5,1,0.02,1,1,294,54,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,270
40.74016,-73.97665,2009,3,12,0.14,1,1,73,102,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,510
40.75023,-73.98293,2021,10,19,0.27,4,1,225,152,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,758
40.78867,-73.96809,2012,3,297,3.37,5,1,183,224,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1121
40.66604,-73.95914,2015,3,12,0.13,5,1,33,10,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,52
40.63593,-73.96076,2015,4,9,0.11,2,1,364,73,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,365
40.71638,-73.99167,2005,15,9,0.1,5,1,11,209,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1045
40.86658,-73.92558,2019,7,46,0.62,4,2,287,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,151
40.71179,-73.96449,2021,4,42,0.47,4,2,111,49,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,244
40.76186,-73.99165,2019,2,118,2.11,3,3,217,152,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,759
40.71417,-73.95917,2021,30,53,0.6,3,1,422,173,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,865
40.82772,-73.93877,2012,1,15,0.21,2,1,85,214,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1070
40.63602,-73.94607,2021,3,64,0.72,4,4,195,34,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,171
40.63759,-73.9459,2021,3,51,0.58,2,4,196,193,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,964
40.63611,-73.94637,2016,3,79,0.88,1,4,220,180,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,900
40803.0,-73.95278,2007,3,202,2.29,3,1,218,178,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,890
40.79526,-73.9655,2007,1,23,0.63,3,1,211,215,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1075
40.75782,-73.99349,2016,5,110,1.27,4,2,393,96,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,481
40.83177,-73.95,2003,1,56,0.64,5,1,425,197,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,983
40.73104,-74.00879,2005,1,7,0.08,3,1,321,152,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,759
40.64372,-74.02066,2007,18,19,0.22,1,1,155,233,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1167
40.72886,-74.00013,2011,3,7,0.09,2,1,392,33,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,166
40.71868,-73.99017,2011,1,53,0.6,1,1,149,92,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,461
40.72143,-73.98117,2003,3,265,2.99,1,2,15,189,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,944
40.71515,-73.99029,2020,3,132,1.49,3,1,32,172,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,861
40.72986,-73.97913,2015,6,41,0.47,2,1,319,34,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,170
40.66039,-73.95937,2017,7,34,0.39,2,1,65,150,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,752
40.66898,-73.9571,2020,3,34,0.39,3,1,362,105,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,524
40.75407,-73.96713,2012,7,27,0.31,2,1,278,193,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,966
40.70712,-73.94013,2013,4,30,0.34,4,1,331,25,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,125
40.74553,-73.98943,2015,3,214,2.45,4,2,309,123,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,613
40.77584,-73.9502,2008,30,12,0.14,4,1,193,129,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,644
40.79967,-73.95156,2021,2,6,0.09,5,4,158,170,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,848
40.70507,-73.9353,2014,3,156,1.8,1,1,79,119,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,593
40.67962,-73.97655,2018,2,30,0.74,1,1,13,78,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,392
40.66847,-73.94875,2013,5,1,0.02,3,1,212,197,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,984
40.7376,-73.95678,2015,5,3,0.09,5,1,283,228,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1138
40.71148,-73.95573,2015,2,272,3.18,4,3,137,122,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,611
40.67425,-73.96514,2019,3,63,0.82,1,1,421,74,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,372
40.72899,-73.97792,2011,30,58,0.66,5,1,95,135,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,675
40.72488,-73.94013,2016,2,5,0.1,1,1,185,22,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,112
40.72212,-73.95696,2017,3,63,0.71,1,2,28,220,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11
40.68534,-73.93433,2008,5,268,3.04,2,2,190,59,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,296
40.62109,-74.16534,2013,3,80,0.92,1,1,353,236,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1178
40.78161,-73.97898,2009,3,22,0.25,3,1,408,10,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,50
40.75643,-73.99046,2003,7,13,0.15,1,1,156,12,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,59
40.67407,-73.98111,2017,4,23,0.67,5,2,295,80,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,400
40.59721,-73.95149,2018,30,3,0.08,2,1,287,237,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1187
40.80491,-73.94866,2010,3,10,0.12,3,3,163,169,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,846
40.80334,-73.94805,2013,3,14,0.16,4,3,90,229,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1143
40.87039,-73.91611,2022,1,20,0.28,1,1,155,147,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,734
40704.0,-73.93285,2020,5,2,0.02,4,1,2,165,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,827
40.87991,-73.91673,2016,2,47,1.22,1,1,28,69,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,344
40.7685,-73.96034,2008,7,93,1.06,3,1,270,199,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,996
40.76082,-73.97548,2006,3,116,1.32,5,1,215,129,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,647
40.74238,-73.98122,2007,240,15,0.17,2,1,80,14,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,71
40.80151,-73.9522,2018,2,70,0.8,5,4,275,135,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,677
40.83434,-73.94027,2009,3,4,0.41,3,1,347,184,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,919
40.73677,-73.98084,2009,30,128,1.46,2,4,347,72,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,362
40.71151,-73.81561,2004,1,59,0.69,4,2,192,137,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,687
40.68581,-73.84642,2012,1,8,0.11,2,2,218,142,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,712
40.68636,-74.00345,2021,2,106,1.22,4,1,88,100,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,498
40.70994,-73.96573,2017,15,15,0.57,5,4,300,77,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,383
40.76013,-73.99007,2006,2,133,1.51,1,1,189,230,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1148
40.70621,-74.01525,2018,4,27,0.31,5,1,348,101,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,504
40.72172,-73.99689,2015,5,61,0.7,5,1,330,165,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,826
40.72049,-73.95221,2015,2,2,0.02,4,2,16,84,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,418
40.71068,-73.81577,2013,1,16,0.18,3,2,207,145,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,724
40.83091,-73.94223,2003,5,38,0.44,5,1,310,183,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,913
40.72634,-73.98267,2003,3,93,1.05,2,1,336,140,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,700
40.82703,-73.94311,2006,3,6,0.07,3,1,68,185,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,925
40.78521,-73.95489,2019,7,30,0.34,4,1,4,105,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,524
40.66106,-73.98316,2013,3,17,0.46,4,1,98,34,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,171
40.72123,-73.98996,2017,10,67,0.77,4,1,369,58,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,290
40.70339,-73.92945,2017,30,53,0.68,4,1,370,188,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,940
40.66009,-73.96237,2011,30,32,0.37,1,1,312,74,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,372
40.67939,-73.99398,2022,30,131,1.84,2,2,33,217,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1087
40.76494,-73.95804,2009,4,19,0.22,4,1,154,92,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,461
40.79314,-73.94853,2005,3,74,0.84,5,3,228,37,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,186
